"id","text","link"
196,"[code:]java[:code]
    private void adjustScrollBar(JComboBox box)
    {
        if (box.getItemCount() == 0)
        {
            return;
        }
        Object comp = box.getUI().getAccessibleChild(box, 0);
        if (!(comp instanceof JPopupMenu))
        {
            return;
        }
        JPopupMenu popup = (JPopupMenu) comp;
        JScrollPane scrollPane = (JScrollPane) popup.getComponent(0);
        scrollPane.setHorizontalScrollBar(new JScrollBar(JScrollBar.HORIZONTAL));
        scrollPane.setHorizontalScrollBarPolicy(JScrollPane.HORIZONTAL_SCROLLBAR_AS_NEEDED);
    }
[/code]",""
197,"[code:]java[:code]

import java.awt.event.ActionEvent;
import java.util.logging.Logger;
import javax.swing.AbstractAction;
import javax.swing.KeyStroke;
import javax.swing.event.UndoableEditEvent;
import javax.swing.event.UndoableEditListener;
import javax.swing.text.Document;
import javax.swing.text.JTextComponent;
import javax.swing.undo.CannotRedoException;
import javax.swing.undo.CannotUndoException;
import javax.swing.undo.UndoManager;

/**
 * Установка отмены и повтора ввода текста для текстовых компонентов
 * <p>
 * @author ezhov_da
 */
public class UndoRedoManager
{
    private static final Logger LOG = Logger.getLogger(UndoRedoManager.class.getName());

    public synchronized static void setUR(JTextComponent textComponent)
    {
        final UndoManager undo = new UndoManager();
        Document doc = textComponent.getDocument();
        doc.addUndoableEditListener(new UndoableEditListener()
        {
            public void undoableEditHappened(UndoableEditEvent evt)
            {
                undo.addEdit(evt.getEdit());
            }
        });
        textComponent.getActionMap().put(""Undo"",
                new AbstractAction(""Undo"")
                {
                    public void actionPerformed(ActionEvent evt)
                    {
                        try
                        {
                            if (undo.canUndo())
                            {
                                undo.undo();
                            }
                        } catch (CannotUndoException e)
                        {
                        }
                    }
                });
        textComponent.getInputMap().put(KeyStroke.getKeyStroke(""control Z""), ""Undo"");
        textComponent.getActionMap().put(""Redo"",
                new AbstractAction(""Redo"")
                {
                    public void actionPerformed(ActionEvent evt)
                    {
                        try
                        {
                            if (undo.canRedo())
                            {
                                undo.redo();
                            }
                        } catch (CannotRedoException e)
                        {
                        }
                    }
                });
        textComponent.getInputMap().put(KeyStroke.getKeyStroke(""control Y""), ""Redo"");
    }
[/code]",""
198,"[code:]java[:code]import java.awt.Color;
import java.util.logging.Logger;
import javax.swing.JComponent;
import javax.swing.UIDefaults;

/**
 *
 * @author ezhov_da
 */
public class InstallerBackgroundTextComponentForNimbusLaF
{
    private static final Logger LOG = Logger.getLogger(InstallerBackgroundTextComponentForNimbusLaF.class.getName());

    public static synchronized void setBackground(JComponent component, String colorBackground)
    {
        Color bgColor = Color.decode(colorBackground);
        UIDefaults defaults = new UIDefaults();
        String nameProperty = getNameClassForProperty(component);
        defaults.put(nameProperty + ""[Enabled].backgroundPainter"", bgColor);
        component.putClientProperty(""Nimbus.Overrides"", defaults);
        component.putClientProperty(""Nimbus.Overrides.InheritDefaults"", true);
        component.setBackground(bgColor);
    }

    private static String getNameClassForProperty(Object object)
    {
        String name = object.getClass().getSimpleName();
        name = name.substring(1, name.length());
        return name;
    }
}
[/code]",""
237,"[code:]sql[:code]
    MERGE Production.UnitMeasure AS target  
    USING (SELECT @UnitMeasureCode, @Name) AS source (UnitMeasureCode, Name)  
    ON (target.UnitMeasureCode = source.UnitMeasureCode)  
    WHEN MATCHED THEN   
        UPDATE SET Name = source.Name  
WHEN NOT MATCHED THEN  
    INSERT (UnitMeasureCode, Name)  
    VALUES (source.UnitMeasureCode, source.Name)  
    OUTPUT deleted.*, $action, inserted.* INTO #MyTempTable; 
[/code]","https://msdn.microsoft.com/ru-ru/library/bb510625.aspx"
15,"[code:]java[:code]
import java.io.*;
import javax.servlet.*;

/**
 * FormEncodingSetterFilter
 *
 * @author Eugene Matyushkin
 */
public class FormEncodingSetterFilter implements Filter{

    private static final String FILTERABLE_CONTENT_TYPE=""application/x-www-form-urlencoded"";

    private static final String ENCODING_DEFAULT = ""UTF-8"";

    private static final String ENCODING_INIT_PARAM_NAME = ""encoding"";

    private String encoding;

    public void destroy(){
    }

    public void doFilter(ServletRequest req, ServletResponse resp,
                         FilterChain chain) throws ServletException, IOException{
        String contentType = req.getContentType();
        if (contentType != null && contentType.startsWith(FILTERABLE_CONTENT_TYPE))
            req.setCharacterEncoding(encoding);
        chain.doFilter(req, resp);
    }

    public void init(FilterConfig config) throws ServletException{
        encoding = config.getInitParameter(ENCODING_INIT_PARAM_NAME);
        if (encoding == null)
            encoding = ENCODING_DEFAULT;
    }
}
[/code]
[code:]xml[:code]
&lt;filter&gt;
    &lt;filter-name&gt;FormEncodingSetterFilter&lt;/filter-name&gt;
    &lt;filter-class&gt;ru.skipy.juga_ru.web.i18n_tutorial.FormEncodingSetterFilter&lt;/filter-class&gt;
    &lt;init-param&gt;
        &lt;param-name&gt;encoding&lt;/param-name&gt;
        &lt;param-value&gt;UTF-8&lt;/param-value&gt;
    &lt;/init-param&gt;
&lt;/filter&gt;
&lt;filter-mapping&gt;
    &lt;filter-name&gt;FormEncodingSetterFilter&lt;/filter-name&gt;
    &lt;url-pattern&gt;/i18n-tutorial/*&lt;/url-pattern&gt;
&lt;/filter-mapping&gt;
[/code]","http://www.skipy.ru/technics/encodings_webapp.html"
35,"<pre>- encodeURIComponent():

Латинские буквы, цифры, символы !*()'. оставляет как есть, всё остальное кодирует
escape-последовательностями в кодировке UTF-8.
Одобрено W3C.

Используется jQuery, prototype.js при запросе методом GET.

Возможно вы слышали от кого-то: «XMLHttpRequest работает только с UTF-8».
Теперь знаете, что это не совсем правда.

Когда используется GET-запрос, то кодировка переданных данных вообще нигде не прописывается(!).
Ещё раз повторю, 'Content-type', в котором мы можем указать charset
не используется в GET запросах.

Но, т.к. в JavaScript есть 2 удобные функции для перевода любой строки в строку с escape-последовательностями в UTF-8, то все их используют, и работают с UTF-8.

Именно поэтому в jQuery даже нельзя никак указать charset при отправке запроса.
Именно поэтому в Prototype.js, даже когда указываешь encoding='windows-1251', и используешь GET запрос, то передается всё равно UTF-8.
</pre>","https://habrahabr.ru/post/17640/"
137,"https://akuma.su/blog/kak-skopirovat-tekst-v-bufer-obmena-na-js.html","http://stackoverflow.com/questions/400212/how-do-i-copy-to-the-clipboard-in-javascript"
131,"[code:]java[:code]
response.sendRedirect(""user"");
[/code]","http://javatalks.ru/topics/21974"
138,"Нашли решение, на время тестирования менять в дескрипторе развертывания ROOT на TEST или что нить другое.",""
243,"","http://jtidy.sourceforge.net/"
132,"awefawef","waefwaef"
242,"Если необходимо получить изображение компонента, кладем компонент в JPanel, устанавливаем размер и делаем doLayout.","http://ru.stackoverflow.com/questions/587879/%D0%9F%D0%BE%D0%BB%D1%83%D1%87%D0%B5%D0%BD%D0%B8%D0%B5-%D0%B8%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F-jtextpane-%D0%B1%D0%B5%D0%B7-jframe-pack/588039#588039"
244,"echo $JAVA_HOME",""
276,"Решение проблемы оказалось очень простое )) У меня была выставлена другая arduin-ка.
<br>
То есть, я пытался залить в arduino uno скетч по выбранной nano ))",""
277,"<a href=""http://geekelectronics.org/arduino/arduino-ndash-peredacha-dannyih-po-radiokanalu-na-chastote-433-920-mgts.html"">http://geekelectronics.org/arduino/arduino-ndash-peredacha-dannyih-po-radiokanalu-na-chastote-433-920-mgts.html</a>",""
135,"1111111111111111111111111111","123"
136,"<h4><font color=""green"">Ежемесячные тараты:</font></h4>
<table class=""table table-striped table-condensed table-hover"">
 <thead>
	<tr>
		<th>Сумма</th>
		<th>Что</th>
	</tr>
</thead>
<tbody>
		<tr><td>3236</td><td>ывр</td></tr>
		<tr><td>2346</td><td>ывра</td></tr>
		<tr><td>26</td><td>ывра</td></tr>
</tbody>
</table>

<h2 class=""sub-header""></h2>

<button data-toggle=""collapse"" data-target=""#15092016"">15.09.2016: <b>1414131234</b></button>
<div id=""15092016"" class=""collapse"">
<table class=""table table-condensed table-hover"">
<thead>
	<tr>
		<th>Сумма</th>
		<th>Что</th>
	</tr>
</thead>
<tbody>
		<tr><td>47457</td><td>ыва</td></tr>
		<tr><td>918</td><td>выааи</td></tr>
		<tr><td>16000</td><td>выар</td></tr>
		<tr><td>9000</td><td>врвыар</td></tr>
		<tr><td>500</td><td>выарывар</td></tr>
		<tr><td>1000</td><td>варывар</td></tr>
		<tr><td>300</td><td>варывар</td></tr>
		<tr><td>500</td><td>варвыар</td></tr>
		<tr><td>1000</td><td>вырдля воды</td></tr>
		<tr><td>4357357</td><td>выарпродукты</td></tr>
		<tr><td>200</td><td>на выарвыарывар</td></tr>
		<tr><td>60</td><td>обед, вырможно было не варвыар</td></tr>
		<tr><td>801</td><td>ывпиыварыа</td></tr>
		<tr><td>456456</td><td>варывар</td></tr>
		<tr><td>250</td><td>ывры</td></tr>
</tbody>
</table>
</div>","1111111111111"
199,"[code:]java[:code]
import java.awt.Component;
import java.awt.Dimension;
import java.awt.GraphicsEnvironment;
import java.awt.Rectangle;
import java.awt.Toolkit;
import java.util.logging.Logger;
import javax.swing.JFrame;


/**
 * Класс, который распологает любой компонент в углу пагнели задач
 * <p>
 * @author ezhov_da
 */
public class LocatedComponent
{
    private static final Logger LOG = Logger.getLogger(LocatedComponentInTheCorner.class.getName());

    public static void main(String[] args)
    {
        JFrame frame = new JFrame();
        frame.setSize(400, 400);
        frame.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);
        locatedInTheCorner(frame);
        frame.setVisible(true);
    }

    public static void locatedInTheCorner(Component component)
    {
        GraphicsEnvironment ge = GraphicsEnvironment.getLocalGraphicsEnvironment();
        Rectangle rect = ge.getMaximumWindowBounds();
        Dimension screenSize = Toolkit.getDefaultToolkit().getScreenSize();
        if (rect.getHeight() < screenSize.height & rect.y != 0)
        {
            System.out.println(""UP"");
            component.setLocation(screenSize.width - component.getWidth(), rect.y);
        } else if (rect.getHeight() < screenSize.height & rect.y == 0)
        {
            System.out.println(""DOWN"");
            component.setLocation(screenSize.width - component.getWidth(), rect.height - component.getHeight());
        } else if (rect.getWidth() < screenSize.width & rect.x == 0)
        {
            System.out.println(""RIGHT"");
            component.setLocation(rect.width - component.getWidth(), screenSize.height - component.getHeight());
        } else if (rect.getWidth() < screenSize.width & rect.x != 0)
        {
            System.out.println(""LEFT"");
            component.setLocation(rect.x, screenSize.height - component.getHeight());
        }
    }
}

[/code]",""
144,"[code:]java[:code]
package ru.ezhov.filters;

import java.io.IOException;
import javax.servlet.Filter;
import javax.servlet.FilterChain;
import javax.servlet.FilterConfig;
import javax.servlet.ServletException;
import javax.servlet.ServletRequest;
import javax.servlet.ServletResponse;
import javax.servlet.http.HttpServletRequest;
import javax.servlet.http.HttpServletResponse;
import javax.servlet.http.HttpSession;

/**
 * Фильтр, который отвечает за проверку авторизации данных
 *
 * @author deonisius
 */
public class FilterLogOn implements Filter {

    @Override
    public void init(FilterConfig filterConfig) throws ServletException {

    }

    @Override
    public void doFilter(ServletRequest request, ServletResponse response, FilterChain chain) throws IOException, ServletException {
        HttpServletRequest httpServletRequest = (HttpServletRequest) request;
        HttpServletResponse httpServletResponse = (HttpServletResponse) response;
        HttpSession session = httpServletRequest.getSession(false);
        String loginURI = httpServletRequest.getContextPath() + ""/login.jsp"";
        String loginURISrvlt = httpServletRequest.getContextPath() + ""/login"";

        boolean loggedIn = session != null && session.getAttribute(""user"") != null;
        boolean loginRequest = httpServletRequest.getRequestURI().equals(loginURI);
        boolean loginRequestSrvlt = httpServletRequest.getRequestURI().equals(loginURISrvlt);

        if (loggedIn || loginRequest || loginRequestSrvlt) {
            chain.doFilter(httpServletRequest, httpServletResponse);
        } else {
            httpServletResponse.sendRedirect(loginURI);
        }
    }

    @Override
    public void destroy() {

    }

}

[/code]","http://stackoverflow.com/questions/13274279/authentication-filter-and-servlet-for-login"
139,"[code:]java[:code]
Point point = MouseInfo.getPointerInfo().getLocation();
[/code]","http://stackoverflow.com/questions/1439022/get-mouse-position"
140,"В ссылке содержится все, что необходимо для отправки писем в vbs","http://www.paulsadowski.com/wsh/cdo.htm"
200,"[code:]java[:code]
/**
 * Данный класс реализует слушателя на изменение любых свойств
 * для изменения размеров фильтра.
 * Его необходимо добавлять и к заголовку и к таблице, чтоб полностью
 * контролировать размеры элементов
 * <p>
 * @author ezhov_da
 */
class FilterResizePropertyChangeListener implements PropertyChangeListener
{
    JXTreeTable treeTable;
    JTableHeader header;
    JComponent[] massiveFilters;
    int heightFilters;

    /**
     * Конструктор принимает:
     * <p>
     * @param treeTable      - таблица, на которую ставятся фильтры
     * @param massiveFilters - список фильтров для столбцов
     *                       (их должно быть столько же, сколько и столбцов)
     * @param heightFilters  - высота фильтров
     */
    public FilterResizePropertyChangeListener(JXTreeTable treeTable, JComponent[] massiveFilters, int heightFilters)
    {
        this.treeTable = treeTable;
        this.massiveFilters = massiveFilters;
        this.heightFilters = heightFilters;
        header = treeTable.getTableHeader();
    }

    @Override
    public void propertyChange(PropertyChangeEvent evt)
    {
        setSizeToTextField();
    }

    protected void setSizeToTextField()
    {
        Dimension dimension;
        Rectangle rectangle;
        int countColumn = treeTable.getColumnCount();
        for (int i = 0; i < countColumn; i++)
        {
            JComponent component = massiveFilters[i];
            TableColumn tableColumn = treeTable.getColumn(i);
            dimension = new Dimension(tableColumn.getWidth(), heightFilters);
            rectangle = header.getHeaderRect(i);
            component.setLocation(rectangle.x, component.getLocation().y);
            component.setSize(dimension);
            component.setMinimumSize(dimension);
            component.setPreferredSize(dimension);
            component.setMaximumSize(dimension);
        }
    }
}
[/code]",""
201,"[code:]java[:code]
package ru.ezhov.components.showcomment;

import com.sun.awt.AWTUtilities;
import java.awt.AlphaComposite;
import java.awt.BasicStroke;
import java.awt.BorderLayout;
import java.awt.Color;
import java.awt.Dimension;
import java.awt.GradientPaint;
import java.awt.Graphics;
import java.awt.Graphics2D;
import java.awt.Point;
import java.awt.RenderingHints;
import static java.awt.RenderingHints.KEY_COLOR_RENDERING;
import static java.awt.RenderingHints.VALUE_COLOR_RENDER_QUALITY;
import java.awt.Shape;
import java.awt.Stroke;
import java.awt.event.ComponentListener;
import java.awt.geom.Ellipse2D;
import java.awt.geom.GeneralPath;
import java.util.HashMap;
import java.util.Map;
import javax.swing.JFrame;
import javax.swing.JLabel;
import javax.swing.JPanel;
import javax.swing.JWindow;

/**
 * элемент отображения комментария для компонента
 * <p>
 * @author ezhov_da
 */
public class JECommentWindow extends JWindow
{
    protected JPanel commentPanel = new JPanel(null);
    protected JLabel label = new JLabel();
    private float indent;

    public JECommentWindow()
    {
        init();
    }

    protected void init()
    {
        commentPanel.add(label, BorderLayout.CENTER);
        add(commentPanel);
    }

    public JLabel getLabel()
    {
        return label;
    }



    @Override
    public void setVisible(boolean b)
    {
        AWTUtilities.setWindowOpaque(this, false);
        AWTUtilities.setWindowOpacity(this, 0.85f);
        com.sun.awt.AWTUtilities.setWindowShape(this, createShape());
        setLocationComponentNotify();
        //отображаем текст предупреждения
        super.setVisible(b); //To change body of generated methods, choose Tools | Templates.
    }

    /** отображаем компонент с предупреждение */
    private void setLocationComponentNotify()
    {
        Dimension dimensionFrame = JECommentWindow.this.getSize(); //получаем размер компонента
        Dimension dimensionComponent = label.getSize(); //получаем размер уведомления
        int yLoc = dimensionFrame.height / 2 - dimensionComponent.height / 2;
        label.setLocation((int) indent, yLoc);
    }

    /**
     * создаем фигуру для фоормы
     * <p>
     * @return фигура
     */
    private Shape createShape()
    {
        GeneralPath polyline = new GeneralPath();
        Dimension dimension = JECommentWindow.this.getSize(); //получаем размер панели
        float min = 5;    //маленькиий отступ
        float max = 5 * dimension.height / 100;    //большой отступ = константа (процент от размера * на высоту компонента / 100)
        indent = max + min + 10;   //это отступ для расположения элемента
        float width = (float) dimension.width;  //получаем ширину
        float height = (float) dimension.height;    //получаем высоту
        //всего в построении фигуры используется 14 точек
        //фигура будет строится относительно размеров формы + константы отступов
        float[] x =
        {
            min,
            min + max,
            min + max,
            min + max,
            min + max * 2,
            width - min - max,
            width - min,
            width - min,
            width - min,
            width - min,
            width - min - max,
            min + max * 2,
            min + max,
            min + max,
            min + max

        };
        float[] y =
        {
            height / 2,
            height / 2 - max,
            min + max,
            min,
            min,
            min,
            min,
            min + max,
            height - min - max,
            height - min,
            height - min,
            height - min,
            height - min,
            height - min - max,
            height / 2 + max
        };

        //рисуем линию
        polyline.moveTo(x[0], y[0]);
        polyline.lineTo(x[1], y[1]);
        polyline.lineTo(x[2], y[2]);
        polyline.curveTo(x[2], y[2], x[3], y[3], x[4], y[4]);
        polyline.lineTo(x[5], y[5]);
        polyline.curveTo(x[5], y[5], x[6], y[6], x[7], y[7]);
        polyline.lineTo(x[8], y[8]);
        polyline.curveTo(x[8], y[8], x[9], y[9], x[10], y[10]);
        polyline.lineTo(x[11], y[11]);
        polyline.curveTo(x[11], y[11], x[12], y[12], x[13], y[13]);
        polyline.lineTo(x[14], y[14]);
        polyline.closePath();
        return polyline;
    }

    private Color top = new Color(250, 250, 250);
    private Color bottom = new Color(238, 238, 238);

    @Override
    public void paint(Graphics g)
    {
        super.paint(g);
        Graphics2D gd = (Graphics2D) g;
        gd.setRenderingHint(RenderingHints.KEY_ANTIALIASING,
                RenderingHints.VALUE_ANTIALIAS_ON);
        gd.setComposite(
                AlphaComposite.getInstance(AlphaComposite.SRC_OVER, 1f));
        gd.setPaint(new GradientPaint(0, 0, top, 0, 700, bottom));
        gd.draw(createShape());
    }



}



//тестовый пример-----------------------------------------------------------------------------------------------------------------
//            polyline.moveTo(0, 50);
//            polyline.lineTo(20, 30);
//            polyline.lineTo(20, 10);
//            polyline.curveTo(20, 10, 30, 8, 40, 5);
//            polyline.lineTo(80, 5);
//            polyline.curveTo(80, 5, 90, 8, 100, 10);
//            polyline.lineTo(100, 70);
//            polyline.curveTo(100, 70, 90, 75, 80, 80);
//            polyline.lineTo(40, 80);
//            polyline.curveTo(40, 80, 30, 75, 20, 70);
//            polyline.lineTo(20, 50);
//            polyline.closePath();
//-------------------------------------------------------------------------------------------------------------------------------------------
[/code]",""
141,"<link rel=""stylesheet"" type=""text/css"" href=""css/bootstrap.css"" />",""
142,"        <script src =""js/jquery-1.12.0.min.js""></script>
        <script src =""js/bootstrap.js""></script>",""
202,"[code:]java[:code]
package ru.ezhov.schedulerproductiontasks.tools;
import java.awt.*;
import javax.swing.*;
/**
 * The CompoundIcon will paint two, or more, Icons as a single Icon. The
 * Icons are painted in the order in which they are added.
 *
 * The Icons are layed out on the specified axis:
 * <ul>
 * <li>X-Axis (horizontally)
 * <li>Y-Axis (vertically)
 * <li>Z-Axis (stacked)
 * </ul>
 *
 */
public class CompoundIcon implements Icon
{
    public enum Axis
    {
        X_AXIS,
        Y_AXIS,
        Z_AXIS;
    }
    public final static float TOP = 0.0f;
    public final static float LEFT = 0.0f;
    public final static float CENTER = 0.5f;
    public final static float BOTTOM = 1.0f;
    public final static float RIGHT = 1.0f;
    private Icon[] icons;
    private Axis axis;
    private int gap;
    private float alignmentX = CENTER;
    private float alignmentY = CENTER;
    /**
     * Convenience contructor for creating a CompoundIcon where the
     * icons are layed out on on the X-AXIS, the gap is 0 and the
     * X/Y alignments will default to CENTER.
     *
     * @param icons the Icons to be painted as part of the CompoundIcon
     */
    public CompoundIcon(Icon... icons)
    {
        this(Axis.X_AXIS, icons);
    }
    /**
     * Convenience contructor for creating a CompoundIcon where the
     * gap is 0 and the X/Y alignments will default to CENTER.
     *
     * @param axis  the axis used to lay out the icons for painting.
     *              Must be one of the Axis enums: X_AXIS, Y_AXIS, Z_Axis.
     * @param icons the Icons to be painted as part of the CompoundIcon
     */
    public CompoundIcon(Axis axis, Icon... icons)
    {
        this(axis, 0, icons);
    }
    /**
     * Convenience contructor for creating a CompoundIcon where the
     * X/Y alignments will default to CENTER.
     *
     * @param axis  the axis used to lay out the icons for painting
     *              Must be one of the Axis enums: X_AXIS, Y_AXIS, Z_Axis.
     * @param gap   the gap between the icons
     * @param icons the Icons to be painted as part of the CompoundIcon
     */
    public CompoundIcon(Axis axis, int gap, Icon... icons)
    {
        this(axis, gap, CENTER, CENTER, icons);
    }
    /**
     * Create a CompoundIcon specifying all the properties.
     *
     * @param axis       the axis used to lay out the icons for painting
     *                   Must be one of the Axis enums: X_AXIS, Y_AXIS, Z_Axis.
     * @param gap        the gap between the icons
     * @param alignmentX the X alignment of the icons. Common values are
     *                   LEFT, CENTER, RIGHT. Can be any value between 0.0 and 1.0
     * @param alignmentY the Y alignment of the icons. Common values are
     *                   TOP, CENTER, BOTTOM. Can be any value between 0.0 and 1.0
     * @param icons      the Icons to be painted as part of the CompoundIcon
     */
    public CompoundIcon(Axis axis, int gap, float alignmentX, float alignmentY, Icon... icons)
    {
        this.axis = axis;
        this.gap = gap;
        this.alignmentX = alignmentX > 1.0f ? 1.0f : alignmentX < 0.0f ? 0.0f : alignmentX;
        this.alignmentY = alignmentY > 1.0f ? 1.0f : alignmentY < 0.0f ? 0.0f : alignmentY;
        for (int i = 0; i < icons.length; i++)
        {
            if (icons[i] == null)
            {
                String message = ""Icon ("" + i + "") cannot be null"";
                throw new IllegalArgumentException(message);
            }
        }
        this.icons = icons;
    }
    /**
     * Get the Axis along which each icon is painted.
     *
     * @return the Axis
     */
    public Axis getAxis()
    {
        return axis;
    }
    /**
     * Get the gap between each icon
     *
     * @return the gap in pixels
     */
    public int getGap()
    {
        return gap;
    }
    /**
     * Get the alignment of the icon on the x-axis
     *
     * @return the alignment
     */
    public float getAlignmentX()
    {
        return alignmentX;
    }
    /**
     * Get the alignment of the icon on the y-axis
     *
     * @return the alignment
     */
    public float getAlignmentY()
    {
        return alignmentY;
    }
    /**
     * Get the number of Icons contained in this CompoundIcon.
     *
     * @return the total number of Icons
     */
    public int getIconCount()
    {
        return icons.length;
    }
    /**
     * Get the Icon at the specified index.
     *
     * @param index the index of the Icon to be returned
     * <p>
     * @return the Icon at the specifed index
     * <p>
     * @exception IndexOutOfBoundsException if the index is out of range
     */
    public Icon getIcon(int index)
    {
        return icons[index];
    }
//
//  Implement the Icon Interface
//
    /**
     * Gets the width of this icon.
     *
     * @return the width of the icon in pixels.
     */
    @Override
    public int getIconWidth()
    {
        int width = 0;
		//  Add the width of all Icons while also including the gap
        if (axis == Axis.X_AXIS)
        {
            width += (icons.length - 1) * gap;
            for (Icon icon : icons)
            {
                width += icon.getIconWidth();
            }
        } else  //  Just find the maximum width
        {
            for (Icon icon : icons)
            {
                width = Math.max(width, icon.getIconWidth());
            }
        }
        return width;
    }
    /**
     * Gets the height of this icon.
     *
     * @return the height of the icon in pixels.
     */
    @Override
    public int getIconHeight()
    {
        int height = 0;
		//  Add the height of all Icons while also including the gap
        if (axis == Axis.Y_AXIS)
        {
            height += (icons.length - 1) * gap;
            for (Icon icon : icons)
            {
                height += icon.getIconHeight();
            }
        } else  //  Just find the maximum height
        {
            for (Icon icon : icons)
            {
                height = Math.max(height, icon.getIconHeight());
            }
        }
        return height;
    }
    /**
     * Paint the icons of this compound icon at the specified location
     *
     * @param c The component on which the icon is painted
     * @param g the graphics context
     * @param x the X coordinate of the icon's top-left corner
     * @param y the Y coordinate of the icon's top-left corner
     */
    @Override
    public void paintIcon(Component c, Graphics g, int x, int y)
    {
        if (axis == Axis.X_AXIS)
        {
            int height = getIconHeight();
            for (Icon icon : icons)
            {
                int iconY = getOffset(height, icon.getIconHeight(), alignmentY);
                icon.paintIcon(c, g, x, y + iconY);
                x += icon.getIconWidth() + gap;
            }
        } else if (axis == Axis.Y_AXIS)
        {
            int width = getIconWidth();
            for (Icon icon : icons)
            {
                int iconX = getOffset(width, icon.getIconWidth(), alignmentX);
                icon.paintIcon(c, g, x + iconX, y);
                y += icon.getIconHeight() + gap;
            }
        } else // must be Z_AXIS
        {
            int width = getIconWidth();
            int height = getIconHeight();
            for (Icon icon : icons)
            {
                int iconX = getOffset(width, icon.getIconWidth(), alignmentX);
                int iconY = getOffset(height, icon.getIconHeight(), alignmentY);
                icon.paintIcon(c, g, x + iconX, y + iconY);
            }
        }
    }

    /*
     * When the icon value is smaller than the maximum value of all icons the
     * icon needs to be aligned appropriately. Calculate the offset to be used
     * when painting the icon to achieve the proper alignment.
     */
    private int getOffset(int maxValue, int iconValue, float alignment)
    {
        float offset = (maxValue - iconValue) * alignment;
        return Math.round(offset);
    }
}

[/code]",""
154,"","https://habrahabr.ru/post/134453/"
278,"","http://arduino.ru/"
145,"2346346146","1353"
